"","BM_Series1_NHBE_Mock_1","BM_Series1_NHBE_Mock_2","BM_Series1_NHBE_Mock_3","BM_Series1_NHBE_SARS.CoV.2_1","BM_Series1_NHBE_SARS.CoV.2_2","BM_Series1_NHBE_SARS.CoV.2_3"
"VPS41",1269.34953497691,1196.95893171064,1273.89682608789,974.616112031748,1229.23776511758,1139.66707426779
"ARHGAP44",35.7563249289272,29.5241668664495,25.3827512047401,22.9480247985315,17.7359499961471,29.7102618139056
"ELAC2",1433.82862964998,1189.57788999403,1309.59131996956,1410.62858320385,1428.42612661277,1565.82364216099
"SCIN",10.7268974786782,11.0715625749186,12.69137560237,6.7494190583916,2.72860769171494,8.82023397600323
"ARSD",499.39667150735,466.235801766016,410.88328512673,526.454686554545,488.420776816975,520.858027425033
"PNPLA4",854.57616580136,730.723129944626,768.621434918536,668.192486780769,708.073696000028,771.538361479861
"ADIPOR2",1141.81864273041,1071.48122252823,1091.45830180382,1201.39659239371,1211.50181512144,1225.08407698276
"CDKL3",38.140079924189,22.1431251498372,29.3488060804807,21.5981409868531,35.4718999922943,29.7102618139056
"PRSS21",26.2213049478799,20.9129515304018,20.6234853538513,31.0473276686014,19.1002538420046,39.4589414715934
"MARK4",942.775100626047,902.947436665582,916.158676296087,1029.96134831056,915.447880570364,964.190840429406
"PROM1",0,4.92069447774159,3.17284390059251,0,4.09291153757242,0.464222840842275
"CCDC124",517.274833971813,709.810178414224,523.519243597764,1065.05832741419,427.027103753389,611.381481389276
"PAFAH1B1",3232.37177357502,2623.9603302557,2931.70776414748,2374.44562474217,2830.93048015425,2854.04202549831
"DNAH9",14.3025299715709,7.38104171661239,12.69137560237,2.69976762335664,4.09291153757242,3.24955988589593
"KIAA0100",3973.71957710144,3338.69120314767,3325.14040782095,4470.8151842786,4349.40066059362,4268.52902154472
