,Xiong_PBMC_N_1,Xiong_PBMC_N_2,Xiong_PBMC_N_3,Xiong_PBMC_COVID_1,Xiong_PBMC_COVID_2,Xiong_PBMC_COVID_3
TSPAN6,6.502846646,20.69763642,5.575342177,9.386700596,6.155913408,3.554253676
DPM1,394.0725068,440.2951747,356.8218993,556.9442354,458.2735537,521.8829148
SCYL3,699.0560145,703.7196382,661.6072716,421.3585601,580.0238411,708.4812328
C1orf112,314.7377777,156.1730748,206.2876605,258.6557498,268.8082188,281.9707917
FGR,13153.9582,4184.685763,11715.65236,22781.52235,13923.30815,22138.85377
CFH,413.5810467,165.5810913,410.7168737,105.33964,136.7980757,63.97656617
FUCA2,706.2091458,361.2678357,823.2921947,2369.620417,1458.267487,1944.769137
GCLC,943.5630484,829.78706,1027.721408,1994.152393,1088.228692,1194.821611
NFYA,3172.088594,1527.861888,1804.552418,2203.788707,1659.360659,1820.370258
STPG1,55.27419649,107.2513887,55.75342177,50.06240318,86.18278771,65.75369301
NIPAL3,1367.54865,2227.81832,1362.241938,683.14321,1327.625325,905.7423118
LAS1L,790.7461522,1247.502995,918.0730117,846.8889871,967.8463858,1028.364064
ENPP4,1172.46325,780.8653739,1234.009068,1523.774397,474.0053324,743.431394
ANKIB1,1695.942405,1753.654286,1858.447392,1818.933982,1983.572098,1875.46119
CYP51A1,843.41921,496.743274,631.8721133,883.3928228,671.6785519,793.1909454
KRIT1,1059.313719,948.3280686,1009.136934,858.3616212,1041.033356,1223.848016
RAD52,287.4258218,641.6267289,386.5570576,240.9253153,353.6230258,297.3725576
BAD,297.8303764,391.3734886,343.8127676,300.3744191,326.2634106,221.5484792
LAP3,955.2681723,826.0238534,1237.725963,5793.680201,4333.763039,2053.766249
CD99,6528.858033,5451.004791,7599.191387,11493.4934,8012.263296,7318.208319
HS3ST1,26.66167125,15.05282649,26.01826349,44.84756951,25.30764401,29.61878064
AOC1,52.67305784,11.28961986,24.1598161,0,2.735961515,0
WNT16,23.41024793,62.09290925,33.45205306,17.73043446,24.62365363,36.72728799
MAD1L1,468.8552432,1268.200631,908.7807748,561.1161023,662.7866769,444.8740851
LASP1,15886.45436,8407.003592,11117.2323,15604.86826,13714.00709,12230.1869
SNX11,847.9712027,953.9728785,748.9542991,1535.247031,1135.424029,1239.842157
TMEM176A,366.7605509,111.0145953,624.4383238,25.03120159,1588.225659,1424.663349
M6PR,3703.371165,3970.182986,4226.10937,6355.83927,5872.057401,5296.430353
KLHL13,7.803415976,22.57923973,13.00913175,12.51560079,8.891874923,14.21701471
CYP26B1,0.650284665,1.881603311,0,2.085933466,0.683990379,1.184751225
ICA1,61.12675848,75.26413243,40.88584263,268.0424504,93.70668188,164.0880447
DBNDD1,42.2685032,250.2532403,40.88584263,17.73043446,60.8751437,44.42817095
ALS2,630.12584,460.9928111,486.9132168,924.0685253,681.2544172,548.5398174
CASP10,1708.948099,1827.036815,1603.840099,2060.902264,1956.212483,2125.443698
CFLAR,24765.44117,9846.430125,15203.95812,23605.46607,12234.5359,15667.74258
TFPI,16.25711662,5.644809932,55.75342177,178.3473113,10.94384606,49.75955147
NDUFAF7,409.0290541,291.6485132,341.9543202,369.2102234,388.5065351,465.6072316
RBM5,6971.70189,5432.188758,5787.205179,6792.842331,5525.274279,6269.703485
MTMR7,117.7015243,80.90894236,148.6757914,131.4138083,99.86259529,111.9589908
ARF5,2924.330137,2141.264568,2698.465613,2926.564652,2947.314542,2938.775415
SARM1,1114.587915,1311.477508,1167.104962,420.3155934,891.2394634,565.1263345
POLDIP2,1301.869899,1093.211524,1103.917751,3083.009662,1936.376762,2026.516971
PLXND1,3767.749347,799.681407,4975.063669,6730.264327,4805.03241,7122.131992
AK2,2359.883048,2485.597973,2233.853765,5335.817805,3735.955448,4973.585644
CD38,785.5438749,799.681407,769.3972204,951.1856604,2569.751853,3154.400138
FKBP4,760.8330576,1074.39549,877.1871691,1050.2675,1038.981385,1169.349459
KDM1A,1211.48033,1655.810913,1295.337832,1749.055211,1528.718496,1967.27941
RBM6,3756.694508,4201.620193,4270.712107,3888.17998,3274.945933,5047.04022
CAMKK1,587.8573368,246.4900337,282.4840036,407.7999926,291.3799013,549.132193
RECQL,1573.038604,1228.686962,1453.305861,1299.536549,1634.053015,1405.707329
VPS50,546.889403,543.7833568,509.2145855,579.8895035,569.7639854,713.2202377
HSPB6,0,1.881603311,3.716894784,3.128900199,1.367980757,0.592375613
ARHGAP33,399.9250687,675.4955885,475.7625324,148.1012761,339.9432182,194.8915766
NDUFAB1,314.7377777,269.0692734,239.7397136,571.5457696,654.5787924,605.4078762
PDK4,277.6715518,41.39527284,367.9725837,2042.128863,379.6146602,1383.197056
SLC22A16,22.75996326,20.69763642,46.46118481,163.7457771,113.5424029,203.1848352
ZMYND10,48.77134985,116.6594053,52.03652698,35.46086892,30.09557666,24.28740012
SLC25A13,387.5696601,156.1730748,379.123268,524.6122666,497.9449957,665.8301887
ST7,219.145932,118.5410086,243.4566084,417.1866932,223.6648538,346.5397334
CDC27,1172.46325,1110.145953,1113.209988,1606.168769,1289.321864,1302.633972
SLC4A1,121.6032323,22477.63315,26.01826349,59904.88024,28831.56244,30.80353186
HCCS,176.8774288,176.8707112,198.853871,540.2567676,310.5316319,434.2113241
DVL2,968.2738656,1345.346367,1096.483961,607.0066385,910.391194,684.7862083
PRSS22,7.153131311,18.81603311,3.716894784,0,0.683990379,1.184751225
UPF1,4193.685802,2946.590785,3153.785225,3901.738548,3109.420261,3706.494209
SKAP2,1913.137483,1541.033111,2501.47019,5144.954893,2354.294883,3905.532415
SLC25A5,4345.202129,3454.623678,4475.14132,6230.683262,6950.026238,7753.012019
MCUB,1445.582809,2592.849362,1588.97252,1549.848565,2218.180798,1310.334855
POLR2J,1136.697594,611.521076,721.0775882,1399.661356,1169.623548,991.0444001
DHX33,490.3146371,532.4937369,550.1004281,824.9866857,678.5184556,953.1323609
MEOX1,24.71081726,47.04008277,22.30136871,20.85933466,19.83572098,6.51613174
THSD7A,11.70512396,5.644809932,20.44292131,1.042966733,1.367980757,0
LIG3,1587.344866,1127.080383,1284.187148,1263.032714,1220.238836,1216.739509
RPAP3,567.0482276,859.892713,721.0775882,598.6629047,567.7120143,646.2817935
ACSM3,90.38956838,252.1348436,135.6666596,105.33964,133.3781238,89.44871752
REXO5,25.36110192,28.22404966,33.45205306,100.1248064,29.41158628,42.65104412
CIAPIN1,520.8780164,735.7068945,550.1004281,877.1350224,756.4933588,870.7921507
SPPL2B,2054.89954,2555.217296,1995.972499,1448.680792,2233.228586,1937.660629
FAM214B,2322.166537,1411.202483,1520.209967,3103.868997,2541.024257,2112.411435
COPZ2,52.67305784,45.15847946,98.49771179,18.77340119,40.35543234,40.28154166
PRKAR2B,2707.135059,173.1075046,4309.739503,3609.707863,609.4354274,3106.417713
MSL3,4926.556619,5612.822676,4239.118502,6289.089399,4974.662024,5381.140066
CREBBP,12359.96062,6824.575208,11132.09988,10377.51899,7712.67551,7541.533925
TSPOAP1,3827.575536,3561.875067,4073.716684,1078.427602,1528.034506,1552.024105
MPO,181.4294214,16.9344298,299.2100301,440.1319613,175.1015369,318.6980796
GCFC2,358.9571349,611.521076,447.8858215,258.6557498,389.8745158,395.1145337
WDR54,307.5846464,359.3862323,304.7853723,102.2107398,261.2843247,171.1965521
CROT,318.6394857,331.1621827,327.086741,143.9294091,285.2239879,189.5601961
ABCB4,59.17590448,58.32970263,40.88584263,44.84756951,59.50716294,68.71557107
KMT2E,8042.070448,8224.488071,8476.378556,5304.528803,5264.673945,5538.711979
RHBDD2,1458.588503,1576.783574,1315.780754,1354.813786,1257.858306,918.1821997
SOX8,44.2193572,214.5027774,42.74429002,6.257800397,36.25149007,15.40176593
IBTK,1239.442571,1271.963838,1473.748782,1795.988714,1761.959215,2018.223713
ZNF195,843.41921,1010.420978,893.9131956,615.3503724,907.6552325,1086.416874
MYCBP2,11043.78446,7684.467921,10682.35561,12042.0939,10499.25231,10712.52058
FBXL3,2006.778475,2271.095196,1789.684839,2123.480268,1585.489698,1521.812949
ITGAL,27955.08745,20050.36488,27763.34559,14528.52659,25622.27959,15018.49891
PDK2,442.8438566,667.9691753,507.3561381,682.1002433,759.2293203,552.094071
ITGA3,63.72789713,195.6867443,65.04565873,91.78107249,173.0495658,89.44871752
ZFX,1521.666115,1539.151508,1440.296729,2052.55853,1483.575131,1626.663433
LAMP2,5562.535021,1497.756235,3317.328595,6414.245407,4115.570108,5071.32762
ITGA2B,2587.482681,146.7650582,4540.186979,12037.92203,1284.533931,4287.614685
GDE1,1517.764407,2024.605162,1685.611785,3987.26182,2459.629402,2314.411519
REX1BD,1133.44617,1759.299095,1287.904043,711.3033118,1101.22451,876.7159068
CRLF1,190.5334067,161.8178847,122.6575279,62.57800397,84.13081658,66.93844424
OSBPL7,1909.88606,1381.09683,1765.525023,522.5263332,1176.463451,898.6338045
TMEM98,5.202277317,0,1.858447392,49.01943645,8.891874923,0.592375613
YBX2,3.901707988,1.881603311,1.858447392,1.042966733,3.419951893,1.184751225
MAP3K14,1974.914526,1821.392005,1847.296708,963.7012612,1928.168877,1493.971295
TMEM132A,52.67305784,26.34244635,68.76255351,38.58976912,36.25149007,56.86805882
AP2B1,5213.982441,5484.873651,5777.912942,7024.380946,7004.745468,5177.362855
ZNF263,849.9220567,1078.158697,938.5159331,796.8265839,915.1791267,861.3141409
CX3CL1,0,0,0,4.171866932,1.367980757,0
SPATA20,1197.174068,1002.894565,1200.557015,559.0301688,1543.766285,1525.367203
TNFRSF12A,66.32903579,13.17122317,35.31050045,119.9411743,56.77120143,64.56894179
MAP3K9,368.0611202,449.7031913,395.8492945,165.8317105,344.0471605,214.4399718
RALA,377.8153902,568.2441998,483.196322,800.9984509,689.4623017,765.9416672
BAIAP2L1,56.57476582,39.51366952,35.31050045,63.62097071,50.61528802,55.09093198
KDM7A,6528.207748,3104.645463,4750.191534,8091.335914,4855.647698,5689.76776
ETV1,1.950853994,1.881603311,3.716894784,3.128900199,0.683990379,0
AGK,1087.926244,1456.360962,1064.890356,625.7800397,1004.781866,867.8302726
ALDH3B1,1128.243893,242.7268271,1663.310416,3277.001475,2220.91676,3358.769724
TTC22,523.479155,453.4663979,635.5890081,173.1324777,294.7998532,190.1525717
PHTF2,1191.97179,1138.370003,1247.0182,1367.329387,1321.469412,1293.748338
FARP2,681.4983285,513.6777038,657.8903768,574.6746698,859.0919156,764.756916
GGCT,192.4842607,248.371637,226.7305818,387.9836246,359.7789392,347.7244847
DBF4,590.4584755,696.193225,598.4200603,398.413292,505.4688898,469.1614853
TBXA2R,61.12675848,88.4353556,126.3744227,188.7769787,50.61528802,130.9150104
IFRD1,5316.727418,1599.362814,2620.410823,2935.951353,1638.840947,2337.514168
COX10,468.2049585,532.4937369,401.4246367,673.7565094,636.7950425,633.24953
GTF2IRD1,6.502846646,20.69763642,14.86757914,10.42966733,10.25985568,4.146629289
PAF1,1073.619981,1256.911012,1074.182593,1347.513019,1136.792009,1095.302508
VPS41,1008.591515,611.521076,1129.936014,1358.985653,1086.176721,1305.59585
ARHGAP44,4.551992652,41.39527284,22.30136871,17.73043446,21.88769212,39.09679044
ELAC2,1217.983177,1217.397342,1200.557015,1495.614295,1562.918015,1593.490398
SCIN,11.70512396,18.81603311,20.44292131,5.214833664,12.99581719,22.51027328
ARSD,718.5645544,432.7687615,1003.561592,965.7871947,1111.484365,1582.827637
PNPLA4,73.4821671,80.90894236,48.3196322,107.4255735,103.2825472,106.6276103
ADIPOR2,2337.123085,1456.360962,2284.031845,2968.283322,2096.430511,2265.836719
CDKL3,6.502846646,13.17122317,0,9.386700596,4.787932651,9.478009803
PRSS21,50.72220384,92.19856222,59.47031655,6.257800397,23.93966325,56.27568321
MARK4,1054.111441,842.9582832,1486.757914,1235.915578,1046.505279,1198.96824
PROM1,12.35540863,5.644809932,9.292236961,6.257800397,6.839903787,15.99414154
CCDC124,505.9214691,1117.672367,845.5935635,2139.124769,1025.301578,780.1586819
CEACAM21,270.5184205,346.2150092,196.9954236,243.0112488,334.4712952,176.5279326
PAFAH1B1,3543.401138,3106.527066,3477.155071,3530.442391,3090.952521,3529.373901
NOS2,4.551992652,0,3.716894784,7.30076713,0.683990379,4.146629289
DNAH9,0,3.763206621,1.858447392,1.042966733,0.683990379,1.184751225
KIAA0100,7419.097739,4990.01198,7290.68912,11490.3645,9457.534966,10235.65821
AC005747.1,8218.297592,1448.834549,7571.314676,17382.08357,8544.40781,14280.99127
TRAPPC6A,354.4051422,795.9182004,470.1871902,246.140149,380.9826409,334.6922212
MATK,2557.569586,2837.457793,3529.191598,375.4680238,1285.217922,535.5075539
CD79B,610.6173001,1275.727045,786.1232469,449.5186619,914.4951363,1018.886054
SCN4A,11.70512396,11.28961986,7.433789569,7.30076713,9.575865301,7.700882965
ST7L,277.6715518,238.9636205,237.8812662,295.1595854,196.3052387,279.6012892
TKTL1,599.5624608,346.2150092,637.4474555,25.03120159,221.6128827,39.09679044
PAX6,1.950853994,0,0,2.085933466,2.735961515,3.554253676
RPUSD1,479.2597978,635.981919,637.4474555,657.0690417,709.9820131,674.1234473
RHBDF1,5.852561982,1.881603311,0,7.30076713,6.839903787,8.293258578
LUC7L,2772.81381,3353.0171,2966.082038,1785.559047,2183.981279,2245.695948
CACNA2D2,1144.50101,794.0365971,1421.712255,174.1754444,292.0638917,206.7390888
BAIAP3,580.0539209,124.1858185,425.5844528,66.7498709,99.86259529,377.3432653
TSR3,549.4905416,999.131358,789.8401417,1370.458287,713.401965,638.5809105
PIGQ,749.1279337,923.8672256,793.5570365,1922.187689,1080.704798,770.0882965
CRAMP1,1982.717942,1710.377409,1906.767024,1595.739101,1753.751331,2071.537518
TEAD3,4.551992652,5.644809932,7.433789569,1.042966733,3.419951893,6.51613174
SELE,0.650284665,0,1.858447392,1.042966733,3.419951893,0.592375613
DNAJC11,847.320918,1108.26435,1037.013645,1166.036807,1144.315904,1328.106124
MYLIP,7958.83401,6214.935735,4910.01801,6124.300656,3743.479342,4108.71725
E2F2,225.6487786,585.1786296,288.0593458,3024.603525,1254.438354,871.9769019
PSMB1,1927.443746,1704.732599,1693.045574,3078.837795,2655.25065,2748.030467
SYN1,12.35540863,11.28961986,13.00913175,23.98823486,19.1517306,11.25513664
JARID2,2981.555187,1234.331772,2551.648269,3674.3718,2357.030845,3036.517391
CDKL5,618.4207161,278.47729,379.123268,508.9677656,309.1636512,597.7069932
CDK11A,3041.381376,3132.869512,2873.159668,3036.076159,2285.895846,1719.666404
NADK,8971.327233,2575.914932,5203.652698,11059.61924,6764.664845,8628.543175
DLEC1,338.7983103,216.3843807,286.2008984,134.5427085,185.3613926,151.0557812
CYTH3,673.6949126,442.176778,656.0319294,450.5616286,310.5316319,516.5515343
ADAM22,256.8624425,180.6339178,208.1461079,79.2654717,121.066297,69.9003223
SYPL1,542.987695,733.8252912,747.0958517,936.5841261,837.8882139,931.2144632
CYB561,928.6065011,788.3917872,840.0182213,341.0501217,958.9545109,277.2317867
SPAG9,4014.207235,1497.756235,2795.104878,3536.700191,2346.086999,2759.87798
CELSR3,340.0988796,351.8598191,349.3881097,213.8081802,264.0202862,345.3549822
AASS,175.5768595,316.1093562,159.8264757,200.2496127,105.3345183,58.05281005
PLEKHG6,40.31764921,9.408016553,9.292236961,42.76163605,25.99163439,11.25513664
SS18L2,415.5319007,353.7414224,341.9543202,274.3002507,342.6791797,289.6716746
MPND,323.1914783,372.5574555,343.8127676,800.9984509,583.443793,602.4459981
MGST1,114.450101,47.04008277,161.6849231,1208.798443,794.79682,1496.933173
CRY1,833.0146554,846.7214898,947.80817,390.0695581,363.1988911,321.0675821
PGLYRP1,169.7242975,84.67214898,105.9315014,64.66393744,24.62365363,31.98828309
NFIX,135.9094949,1840.208038,223.0136871,1554.020432,1178.515422,196.0763278
ST3GAL1,5285.513754,7447.385904,5411.798806,7341.442833,6097.774226,3267.54388
MMP25,12072.5348,2617.310205,4426.821688,5210.661798,1255.806335,1896.194336
IL32,5318.027987,11218.11894,7853.798679,1890.898687,6934.978449,1775.942087
PKD1,4077.284847,4784.917219,4558.771453,2322.686914,4174.393281,3258.06587
MAPK8IP2,15.60683195,15.05282649,16.72602653,26.07416832,17.09975947,20.73314644
MED24,1353.242387,1371.688813,1319.497648,1544.633731,1657.308688,1797.859985
RHOBTB2,369.3616895,466.6376211,490.6301115,531.9130338,549.2442741,588.821359
HEATR5B,3397.737373,2154.435791,2873.159668,2669.994836,2603.267381,2820.892668
SEC62,1195.873498,6284.555058,2605.543244,4845.623441,1950.05657,1919.889361
RPS20,22544.06875,36830.5032,17571.62009,18999.72497,21939.67539,18631.99015
CSDE1,15767.45226,19344.76364,15114.75264,30710.15545,20511.50348,21157.28738
UBE3C,2571.225564,2225.936717,2778.378851,3525.227557,3196.28704,3280.576143
REV3L,1504.108429,1017.947391,1377.109518,1336.040385,1495.202968,1352.393524
TENM1,1532.720955,914.459209,1198.698568,1754.270045,1196.983163,1999.267693
MASP2,444.7947106,395.1366952,327.086741,292.0306852,287.275959,305.6658162
FAM76A,482.5112212,485.4536542,572.4017968,425.530427,417.9181214,410.5162996
TRAF3IP3,8900.446205,11758.13909,7509.985912,4639.116028,8032.783007,6337.234305
POMT2,368.7114048,265.3060668,314.0776093,309.7611197,307.7956704,395.7069093
VTA1,590.4584755,683.0220018,611.429192,1194.196909,748.9694646,968.5341268
MLXIPL,0,0,0,2.085933466,0.683990379,1.777126838
BAZ1B,2365.085325,3242.002504,3086.881118,3007.916058,2839.928052,2856.435204
RANBP9,1747.314894,1546.677921,1641.009047,2711.713506,1841.302099,1860.6518
ETV7,63.72789713,22.57923973,53.89497437,209.6363133,256.496392,10.66276103
SPRTN,584.6059135,397.0182986,596.5616129,586.1473039,403.5543234,398.6687874
EEF1AKNMT,240.6053259,453.4663979,323.3698462,634.1237736,535.5644665,662.275935
DYRK4,130.7072176,193.805141,104.073054,122.0271077,163.4737005,252.352011
ZNF207,9137.800107,8469.096501,9455.780332,10339.97219,8813.90002,8677.710351
UQCRC1,1898.831221,2018.960352,2373.23732,4624.514494,3365.232663,3708.863711
STARD3NL,918.2019465,570.1258031,812.1415104,1319.352917,989.0500876,1174.088464
CD9,598.2618915,201.3315542,800.990826,587.1902706,303.6917281,650.4284228
HHATL,1.950853994,0,0,0,0,1.777126838
NCAPD2,1416.970284,1789.404748,1743.223654,2757.604042,2203.817,1785.420097
IFFO1,2200.563305,1956.867443,2715.19164,2071.331932,2310.519499,2804.306151
GIPR,371.9628282,365.0310423,263.8995297,103.2537066,205.1971136,277.2317867
PHF7,172.9757208,161.8178847,135.6666596,127.2419414,147.0579314,186.598318
SEMA3G,16.90740128,11.28961986,22.30136871,55.27723684,34.19951893,53.90618076
NISCH,5240.644112,5048.341683,5296.575068,7249.66176,4817.344237,5995.433576
STAB1,5851.911697,506.1512906,6714.570428,25428.57191,12483.5084,13922.01165
FUZ,408.3787694,240.8452238,282.4840036,424.4874603,285.2239879,264.7918989
SLC6A13,4.551992652,3.763206621,3.716894784,5.214833664,6.839903787,5.331380514
IDS,15911.16517,8040.090947,13347.36917,7095.302684,6906.250853,6425.498271
PRSS3,5.852561982,0,11.15068435,0,0,0
ZNF200,327.0931863,231.4372072,182.1278444,195.034779,157.3177871,142.7625227
CD4,5938.399557,6166.014049,7790.611468,2858.771815,7478.7508,3545.368042
LRRC23,79.33472909,143.0018516,104.073054,58.40613704,72.50298014,96.55722487
BTK,1747.314894,538.1385469,1860.30584,5323.302205,2602.583391,4326.1191
HFE,152.8168962,47.04008277,204.4292131,254.4838828,368.6708141,283.7479185
SCMH1,399.9250687,491.0984641,433.0182424,303.5033193,458.9575441,442.5045827
FYN,6926.181963,8548.12384,8927.981272,5584.043888,5667.544278,4840.893507
HIVEP2,4628.726243,3936.314126,3653.707573,1388.188721,2673.0344,1271.238065
ELOA,1308.372745,923.8672256,1496.050151,1474.75496,1189.459269,1743.953804
LYPLA2,1625.711662,1736.719856,1538.794441,1929.488456,1766.747148,1521.812949
CLCN6,1273.257373,799.681407,1174.538752,1576.9657,1818.046427,1911.003727
MRC2,45.51992652,784.6285806,53.89497437,141.8434757,443.9097558,31.39590747
NME1-NME2,5.202277317,39.51366952,14.86757914,32.33196872,36.93548045,52.12905392
SLC6A7,0.650284665,0,0,0,2.051971136,3.554253676
TSPAN9,338.7983103,22.57923973,427.4429002,814.5570184,90.28672998,533.7304271
BTBD7,1154.905564,942.6832587,1254.45199,1280.763148,1023.249606,1355.947777
APBA3,954.6178877,2263.568783,806.5661682,589.2762041,965.1104243,664.6454375
MKS1,152.1666115,137.3570417,131.9497648,109.511507,180.57346,177.1203082
ABHD5,2554.968447,553.1913733,1629.858363,2553.182562,888.5035019,1239.842157
ANOS1,2.601138659,1.881603311,11.15068435,3.128900199,9.575865301,1.777126838
AKAP8L,2126.430853,2907.077115,2455.009005,2974.541122,2266.744115,2189.420265
MBTD1,1611.405399,1480.821806,1484.899466,1604.082835,1239.390566,1521.812949
UTP18,533.8837097,906.9327958,735.9451673,786.3969166,601.9115332,746.393272
RNF216,3776.853332,5484.873651,3601.671046,2218.390241,2372.762624,2500.417461
TTC19,1050.860018,1362.280797,1373.392623,965.7871947,966.4784051,1216.739509
PTBP1,5390.209585,5191.343534,6212.789632,8910.064799,8178.472958,7092.513211
DPF1,2.601138659,16.9344298,11.15068435,4.171866932,4.103942272,4.146629289
SYT7,1.950853994,0,0,0,1.367980757,1.184751225
LARS2,355.7057116,274.7140834,403.2830841,463.0772294,558.136149,426.5104412
PIK3C2A,1544.426079,1164.712449,1319.497648,1786.602013,1486.311093,2149.731099
PLAUR,4975.978254,634.1003157,2596.251007,3788.055174,2091.642578,3086.869318
ANLN,19.50853994,13.17122317,24.1598161,79.2654717,76.60692241,106.0352347
WIZ,1014.444077,1121.435573,1425.42915,1304.751383,1312.577537,1107.15002
RABGAP1,881.1357206,854.2479031,1033.29675,1296.407649,997.9419625,1493.37892
DCN,3.901707988,1.881603311,5.575342177,5.214833664,0.683990379,0
QPCTL,121.6032323,176.8707112,154.2511336,128.2849081,200.409181,274.8622843
PPP5C,1614.656822,1490.229822,1538.794441,1430.950358,1900.809262,2054.951
CEP68,940.3116251,1364.1624,1046.305882,735.2915467,755.8093684,585.859481
MAP4K3,303.6829384,270.9508767,310.3607145,385.8976912,370.0387949,351.871114
ZBTB32,27.31195591,35.7504629,35.31050045,70.92173784,107.3864895,140.9853958
TYROBP,9105.936159,2399.044221,7344.584094,8590.916979,8367.938293,10102.96607
TMEM159,206.1402387,280.3588933,317.7945041,398.413292,264.7042765,361.9414994
BRCA1,179.4785674,103.4881821,154.2511336,289.9447517,300.9557666,287.3021722
ERCC1,1662.777887,1569.257161,1520.209967,2003.539094,1787.266859,2161.578611
CD22,1095.72966,1422.492103,1103.917751,644.5534409,1626.52912,1826.294014
SEMA3B,65.67875113,20.69763642,42.74429002,35.46086892,21.88769212,22.51027328
MBTPS2,190.5334067,199.4499509,237.8812662,336.8782547,309.1636512,336.469348
PRICKLE3,100.794123,109.132992,189.561634,223.1948808,207.2490847,238.1349963
LTF,579.4036362,1484.585012,1315.780754,82.3943719,203.8291328,512.404905
EXTL3,3088.201872,1311.477508,2419.698505,2095.320166,1779.058975,1890.862956
ELOVL5,5202.277317,3061.368586,3523.616256,3785.96924,3826.242178,3524.04252
ALOX5,7194.099245,1646.402897,4588.506611,12018.10566,6709.261624,10780.0514
KDM5D,5732.909603,4816.904475,4748.333087,3731.73497,6188.744946,7102.583596
CALCOCO1,6089.2656,4171.51454,4616.383322,5204.403997,4304.351453,4741.96678
UBR7,638.5795407,745.114911,570.5433494,754.0649479,871.4037424,783.7129356
MAP4K5,1340.886978,1185.410086,1429.146045,1768.871579,1078.652827,1143.284933
EHD3,615.8195774,238.9636205,682.0501929,1707.336542,376.8786986,1300.26447
PSMC4,1260.25168,1168.475656,1248.876648,1670.832706,1543.766285,1527.736705
MAN2B2,3261.177593,3435.807645,3466.004386,3148.716567,3349.500884,3075.021806
CLDN11,1.950853994,0,0,2.085933466,4.787932651,1.777126838
SLC25A39,1989.871074,52905.04029,1339.94057,206671.1589,27548.39649,1387.343685
MVP,6962.597904,6529.163488,6669.967691,7712.73899,8694.885694,4771.58556
NUB1,2454.174324,3198.725628,2650.145981,2926.564652,2620.367141,2033.625478
PGM3,520.2277317,526.848927,486.9132168,406.7570258,534.1964857,633.8419056
RWDD2A,124.2043709,146.7650582,96.63926439,84.48030536,82.07884544,130.9150104
CLK1,17943.30475,13231.43448,12949.66143,9836.219258,9181.886843,9426.473125
POLR3B,172.3254361,174.9891079,150.5342388,152.273143,153.8978352,155.2024105
ANGEL1,777.0901742,935.1568454,841.8766687,662.2838754,835.1522524,874.93878
RNF14,330.3446096,807.2078203,349.3881097,2071.331932,817.3685025,435.988451
DNASE1L1,992.3343982,792.1549938,1172.680304,2252.808143,1443.219699,2028.886474
DDX11,338.7983103,363.149439,314.0776093,279.5150844,1093.700615,480.4166219
HEBP1,362.8588429,299.1749264,455.3196111,1730.28181,746.2335031,733.3610085
GPRC5A,1.950853994,1.881603311,3.716894784,14.60153426,4.103942272,2.369502451
MAMLD1,56.57476582,35.7504629,102.2146066,122.0271077,38.98745158,8.293258578
CD6,5747.215866,13067.73499,7396.620621,1453.895626,5144.291638,1322.182368
TACC3,2802.726905,2809.233743,2274.739608,3907.996348,2811.884447,3626.523501
UFL1,897.3928372,818.4974402,921.7899065,934.4981927,909.0232133,1022.440308
POLA2,308.234931,393.2550919,315.9360567,384.8547244,499.9969668,494.041261
ZC3H3,803.7518455,888.1167626,934.7990383,1395.489489,816.0005218,890.9329215
CAPN1,4118.903066,3973.946192,5008.515722,8969.513903,5765.354902,6328.348671
ACPP,807.6535535,92.19856222,386.5570576,1091.986169,783.852974,867.237897
MDH1,1074.920551,1450.716153,1087.191724,1923.230655,1900.125272,1918.112234
SLC30A9,927.3059318,888.1167626,1079.757935,1349.598952,1153.891769,1229.771772
MTMR11,501.3694764,84.67214898,524.0821646,348.3508888,760.5973011,537.8770563
COX15,529.331717,540.0201502,574.2602442,884.4357895,809.8446083,1011.777547
CCDC88C,8174.728519,8640.322403,11472.19575,6186.878659,6754.404989,6092.583177
YAF2,968.9241503,833.5502666,1176.397199,809.3421847,826.2603774,626.1410226
ZMYND11,1969.712249,2385.872998,2191.109475,1133.704839,1692.192197,1242.804035
WAS,4448.597391,4337.095631,5192.502014,5412.997344,4207.90881,4276.359548
DPEP1,0.650284665,0,0,0,2.735961515,37.3196636
BID,1870.218695,818.4974402,1310.205412,1810.590248,1883.709503,1903.895219
MATR3,5657.476582,9368.502884,7394.762174,8748.404955,7036.209025,6840.1612
NPC1L1,4.551992652,1.881603311,0,2.085933466,2.051971136,2.369502451
XYLT2,705.5588611,901.2879858,750.8127464,673.7565094,751.0214358,799.7070772
RGPD5,599.5624608,1612.534037,938.5159331,420.3155934,711.3499938,356.6101189
NUDCD3,1687.488705,1990.736303,1862.164287,1688.563141,1757.171283,1614.81592
CHDH,31.86394857,15.05282649,20.44292131,11.47263406,24.62365363,14.80939032
GLT8D1,624.9235627,746.9965143,598.4200603,675.8424429,703.8260997,880.8625361
ATP2C1,1790.883966,1531.625095,1756.232786,2209.00354,1968.52431,2058.505254
IGF1,1.950853994,1.881603311,1.858447392,13.55856753,10.94384606,81.74783455
SLC38A5,366.7605509,1219.278945,416.2922159,7212.114958,1011.62177,508.2582757
RALBP1,2765.010394,4103.776821,2713.333193,4492.057719,2464.417334,2351.138807
RUFY3,1294.716767,931.3936388,1339.94057,1903.414288,1826.254311,2445.918905
SLC11A1,13109.08855,1650.166103,7233.07725,32656.33137,7373.416282,19344.02563
WWTR1,33.81480256,22.57923973,33.45205306,16.68746773,25.30764401,5.331380514
